OBJECTID,DOCUMENT_NBR,CRASH_REPORT_LINK,CRASH_YR,CRASH_MONTH_YEAR,DISTRICT_NBR,NLFID,NLF_JUR_CD,NLF_COUNTY_CD,COUNTY_LOG_NBR,ODOT_LATITUDE_NBR,ODOT_LONGITUDE_NBR,ODOT_FIPS_CD,AREA_CODE,CRASH_DATE,CRASH_SEVERITY_CD,CRASH_TYPE_CD,DAY_IN_WEEK_CD,DISTRACTED_DRIVER_IND,FACILITY_TYPE_CD,FHWA_RDWY_DEPARTURE_IND,FREEWAY_IND,FUNCTIONAL_CLASS_CD,HOUR_OF_CRASH,INCAPAC_INJURIES_NBR,INTERCHANGE_ID,INTERSECTION_ID_CURRENT,INTERSECTION_LEG_ID,INTERSTATE_IND,INV_LOG_NBR,INV_NLFID,IS_COMMERCIAL_RELATED,LIGHT_COND_PRIMARY_CD,LOCAL_REPORT_NUMBER_ID,MAINTENANCE_AUTHORITY_CD,MONTH_OF_CRASH,NHS_CD,NO_INJURY_REPORTED_NBR,NON_INCAPAC_INJURIES_NBR,NUMBER_OF_UNITS_NBR,ODOT_CITY_VILLAGE_TWP_NME,ODOT_CRASH_LOCATION_CD,ODOT_DIR_FROM_REF_CD,ODOT_DIV_UNDIV_IND,ODOT_INTERSECTION_REL_IND,ODOT_LANES_NBR,ODOT_MAINTAINED_HWY_IND,ODOT_MILES_FROM_REF_NBR,ODOT_REF_ROUTE_PREFIX_CD,ODOT_YOUNG_DRIVER_IND,ODPS_ADDRESS_REFERENCE,ODPS_ALCOHOL_IND,ODPS_CITY_VILLAGE_TWP_NME,ODPS_DRUG_IND,ODPS_LOC_DIR_SUFFIX_CD,ODPS_LOC_IN_WORK_ZONE_CD,ODPS_LOC_ROAD_DIRECTION_CD,ODPS_LOC_ROAD_NME,ODPS_LOC_ROAD_SUFFIX_CD,ODPS_LOC_ROUTE_ID,ODPS_LOC_ROUTE_PREFIX_CD,ODPS_LOC_ROUTE_SUFFIX_CD,ODPS_MILEPOST_REFERENCE,ODPS_MOTORCYCLE_IND,ODPS_REF_DIR_SUFFIX_CD,ODPS_REF_DIRECTION_CD,ODPS_REF_GIVEN,ODPS_REF_POINT_USED_CD,ODPS_REF_ROUTE_ID,ODPS_REF_ROUTE_PREFIX_CD,ODPS_REF_ROUTE_SUFFIX_CD,ODPS_REF_SUFFIX_CD,ODPS_SCHOOL_ZONE_IND,ODPS_SENIOR_DRIVER_IND,ODPS_SPEED_IND,ODPS_TOTAL_FATALITIES_NBR,ODPS_TYPE_OF_WORK_ZONE_CD,ODPS_WORK_ZONE_IND,OPER_ACCESS_CONTROL_CD,POSSIBLE_INJURIES_NBR,ROAD_COND_PRIMARY_CD,ROAD_CONTOUR_CD,SA_RAMP_ID,SA_SEGMENT_ID,SECONDARY_CRASH,STATE_TRUE_LOG_NBR,U1_AGE_NBR,U1_AT_FAULT_IND,U1_CONT_CIR_PRIMARY_CD,U1_DIRECTION_FROM_CD,U1_DIRECTION_TO_CD,U1_DISTRACTED_BY_1_CD,U1_GENDER_CD,U1_IS_ALCOHOL_SUSPECTED,U1_IS_MARIJUANA_SUSPECTED,U1_IS_OTHER_DRUG_SUSPECTED,U1_NON_MOTORIST_LOC_CD,U1_NUMBER_OF_THRU_LANES,U1_OBJECT_STRUCK,U1_ODPS_UNIT_NBR,U1_OPERATINGIN_AUTONOMOUS_MODE,U1_POSTED_SPEED_NBR,U1_PRECRASH_ACTION_CD,U1_SEQ_OF_EVENTS_1_CD,U1_SEQ_OF_EVENTS_2_CD,U1_SEQ_OF_EVENTS_3_CD,U1_SEQ_OF_EVENTS_4_CD,U1_SEQ_OF_EVENTS_5_CD,U1_SEQ_OF_EVENTS_6_CD,U1_SPECIAL_FUNCTION_CD,U1_TRAFFIC_CONTROL_CD,U1_TURN_CD,U1_TYPE_OF_UNIT_CD,U1_UNIT_SPEED_NBR,U2_AGE_NBR,U2_CONT_CIR_PRIMARY_CD,U2_DIRECTION_FROM_CD,U2_DIRECTION_TO_CD,U2_DISTRACTED_BY_1_CD,U2_GENDER_CD,U2_NON_MOTORIST_LOC_CD,U2_ODPS_UNIT_NBR,U2_POSTED_SPEED_NBR,U2_PRECRASH_ACTION_CD,U2_SEQ_OF_EVENTS_1_CD,U2_SEQ_OF_EVENTS_2_CD,U2_SEQ_OF_EVENTS_3_CD,U2_SEQ_OF_EVENTS_4_CD,U2_SEQ_OF_EVENTS_5_CD,U2_SEQ_OF_EVENTS_6_CD,U2_SPECIAL_FUNCTION_CD,U2_TRAFFIC_CONTROL_CD,U2_TURN_CD,U2_TYPE_OF_UNIT_CD,U2_UNIT_SPEED_NBR,U3_CONT_CIR_PRIMARY_CD,U3_ODPS_UNIT_NBR,U3_PRECRASH_ACTION_CD,U3_SEQ_OF_EVENTS_1_CD,U3_SEQ_OF_EVENTS_2_CD,U3_SEQ_OF_EVENTS_3_CD,U3_SEQ_OF_EVENTS_4_CD,U3_SEQ_OF_EVENTS_5_CD,U3_SEQ_OF_EVENTS_6_CD,U3_SPECIAL_FUNCTION_CD,U3_TRAFFIC_CONTROL_CD,U3_TYPE_OF_UNIT_CD,UNRESTRAIN_OCCUPANTS,WEATHER_COND_CD,V1,Filter,fileNames,Narrative
195243744,20195243744,https://hsip.dot.state.oh.us/api/report/20195243744,2019,11/1/2019 0:00,4,SATBUS00020**C,S,ATB,13.3,41.874891,-80.770961,2652,99704,11/13/2019 0:00,Minor injury suspected,Pedalcycles,4,N,Two-way roadway,N,N,Other principal arterial roads,12,0,NA,1dabc0f8-ca39-451b-afa8-4528c781d896,caac19c4-0b86-42b8-865d-ecc652cf645d,N,13.3,SATBUS00020**C,N,Daylight,04-1126-04,1,11,N,1,1,2,ASHTABULA TOWNSHIP,Not an intersection,E,N,N,4,Y,0.3,,N,,N,ASHTABULA TOWNSHIP,N,,NA,,,,20,US,,13,N,,,13,2,,,,,N,N,N,0,NA,N,3,0,Dry,Straight level,NA,345705,N,246.225,39,Y,Failure to yield,South,East,NA,F,N,N,N,Data not valid or not provided,4,Nothing struck,2,0,40,Making righturn,Other / unknown,NA,NA,NA,NA,NA,None,No control,Right turn,Sport utility vehicle,5,53,1,3,4,1,M,10,1,NA,12,20,NA,NA,NA,NA,NA,NA,6,NT,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Cloudy,NA,Non_WZ_Non_CMV,NA,NA
195254748,20195254748,https://hsip.dot.state.oh.us/api/report/20195254748,2019,11/1/2019 0:00,8,CGRECR00035**C,C,GRE,1.935,39.783712,-83.925394,49336,99999,11/18/2019 0:00,Serious injury suspected,Pedalcycles,2,N,NA,N,N,Minor collector roads,16,1,NA,,,N,1.935,CGRECR00035**C,N,Daylight,29-1098-29,2,11,,1,0,2,MIAMI TOWNSHIP,Not an intersection,E,N,N,2,N,0.34,,N,,N,MIAMI TOWNSHIP,N,,NA,W,Hyde,RD,,,,,N,,W,Enon,1,,,,RD,N,N,N,0,NA,N,NA,0,Dry,Straight level,NA,52416,N,1.935,0,Y,Following too close/acda,East,West,Data not valid or not provided,U,N,N,N,Data not valid or not provided,2,Nothing struck,2,2,55,Straight ahead,Pedalcycle,NA,NA,NA,NA,NA,None,No control,No turn,Sport utility vehicle,0,64,1,3,4,1,M,7,1,55,12,20,NA,NA,NA,NA,NA,NA,6,NT,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Clear,NA,Non_WZ_Non_CMV,NA,NA
193283701,20193283701,https://hsip.dot.state.oh.us/api/report/20193283701,2019,11/1/2019 0:00,5,MMUSMR00297**C,M,MUS,0.103,39.950371,-82.008949,88084,99786,11/1/2019 0:00,Property damage only,Pedalcycles,6,N,NA,N,N,Local roads,14,0,NA,508f0dde-e5e5-4bc9-89fa-22b8c8a88e92,bd83f5be-4483-4e46-9824-b33519e321b6,N,0.103,MMUSMR00297**C,N,Daylight,19-030246,4,11,,5,0,2,ZANESVILLE,Driveway/alley access,,N,N,2,N,0,MR,N,,N,ZANESVILLE,N,,NA,,PETERS,ALY,,,,,N,,,BALL,1,,,,ST,N,N,N,0,NA,N,NA,0,Dry,Straight level,NA,79343,N,0.103,38,N,None,South,North,NA,M,N,N,N,Data not valid or not provided,1,Nothing struck,1,0,15,Straight ahead,Pedalcycle,NA,NA,NA,NA,NA,None,No control,No turn,Sport utility vehicle,15,59,1,1,2,1,M,11,2,15,1,20,NA,NA,NA,NA,NA,1,6,NT,26,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Cloudy,NA,Non_WZ_Non_CMV,2019/pdf/193283701,"unit 1 was traveling north on peters alley just north of balls st. unit 2 was on a bike, traveling south on the right/west side of peters alley from a private dr on the west side of peters alley. unit 2 stated when he exited the private dr he was on the west side of peters alley closest to the tree line, when unit 1 turned onto peters alley unit 1 stayed to the west side of the alley giving unit 2 no place to go striking unit 2 with the drivers side mirror of unit 1. unit 1 was struck in the left side with a unknown portion of unit 2. unit 1 stated unit 2 came out of the private drive and drove directly into the left side of unit 1"
193285177,20193285177,https://hsip.dot.state.oh.us/api/report/20193285177,2019,12/1/2019 0:00,6,SFRAUS00023**C,S,FRA,14.008,39.999564,-82.998766,18000,19234,12/31/2019 0:00,Minor injury suspected,Pedalcycles,3,N,One way roadway,N,N,Other principal arterial roads,17,0,NA,4425544e-aead-4f06-81f4-7dd87e49d9b3,c6a71b3a-d4a2-4ed9-bca9-4f6af9f339ea,N,14.008,SFRAUS00023**C,N,Dark - lighted roadway,191087112,4,12,,1,1,2,COLUMBUS,Not an intersection,W,N,Y,2,N,0.002,MR,Y,,N,COLUMBUS,N,,NA,E,15th,AVE,,,,,N,,N,4th,1,,,,ST,N,N,N,0,NA,N,3,0,Wet,Straight level,NA,284811,N,92.328,25,Y,Failure to yield,East,West,NA,M,N,N,N,Data not valid or not provided,3,Nothing struck,1,0,25,Straight ahead,Pedalcycle,NA,NA,NA,NA,NA,None,Stop sign,No turn,Sport utility vehicle,15,57,1,2,1,1,M,6,2,25,1,20,NA,NA,NA,NA,NA,NA,4,NT,26,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Rain,NA,Non_WZ_Non_CMV,2019/pdf/193285177,unit 1 was stopped at the stop on e 15th ave east of n 4th st headed west. unit 2 was in the bicycle lane on n 4th st headed northbound and approaching the e 15th ave intersection. unit 1 crossed n 4th st headed westbound and struck unit 2. the driver of unit 1 stated that he could not see unit 2 coming because of the rain and because of a bus blocking his view. the driver of unit 1 was issued the at fault citation for failure to yield to right of way from a stop sign. the driver of unit 2 was transported to osu main hospital by cfd medic 7 for possible head and neck injury.
195263153,20195263153,https://hsip.dot.state.oh.us/api/report/20195263153,2019,12/1/2019 0:00,4,SMAHSR00011**C,S,MAH,13.888,41.096288,-80.751321,3198,97831,12/6/2019 0:00,Minor injury suspected,Pedalcycles,6,N,Two-way roadway,N,Y,Other freeways or expressways,18,0,65400,,,N,13.888,SMAHSR00011**C,N,Dark - lighted roadway,50-1151-50,1,12,N,3,1,3,AUSTINTOWN TOWNSHIP,Four-way intersection,N,Y,Y,4,Y,0.1,,Y,,N,AUSTINTOWN,N,,NA,,,,11,SR,,39,N,,,39,2,,,,,N,N,Y,0,NA,N,1,0,Dry,Straight level,NA,129377,N,39.088,29,Y,Unsafe speed,East,West,NA,M,N,N,N,Sidewalk,4,Nothing struck,1,2,35,Entering traffic lane,Motor vehicle in transport,Overturn/rollover,Motor vehicle in transport,NA,NA,NA,None,Signal,No turn,Bicycle,0,35,1,1,3,1,M,NA,2,65,6,15,NA,NA,NA,NA,NA,1,2,LT,4,10,1,3,5,99,NA,NA,NA,NA,NA,1,2,3,0,Clear,NA,Non_WZ_Non_CMV,NA,NA
195270035,20195270035,https://hsip.dot.state.oh.us/api/report/20195270035,2019,12/1/2019 0:00,10,TWASTR00275**C,T,WAS,0.72,39.415206,-81.511078,80934,99999,12/6/2019 0:00,Minor injury suspected,Pedalcycles,6,N,NA,N,N,Local roads,17,0,NA,,,N,0.72,TWASTR00275**C,N,Dawn/dusk,84-0799-84,3,12,,1,1,2,WARREN TOWNSHIP,Not an intersection,N,N,N,2,N,0.7,SR,N,,N,WARREN TOWNSHIP,N,,NA,,,,275,TR,,,N,,,,1,550,SR,,,N,N,N,0,NA,N,NA,0,Dry,Curve level,NA,217426,N,0.72,6,Y,Wrong way,North,South,NA,M,N,N,N,Travel lane ? other location,2,Nothing struck,2,2,35,Negotiating a curve,Motor vehicle in transport,NA,NA,NA,NA,NA,None,No control,No turn,Bicycle,0,33,1,2,1,1,M,NA,1,35,13,15,NA,NA,NA,NA,NA,1,6,NT,3,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Cloudy,NA,Non_WZ_Non_CMV,2019/pdf/195270035,unit 1 was northbound on township road 275. unit 2 was southbound on township road 275 in the northbound lane. unit 1 and unit 2 collided.
193287337,20193287337,https://hsip.dot.state.oh.us/api/report/20193287337,2019,12/1/2019 0:00,4,MSUMMR02000**C,M,SUM,0.027,41.011643,-81.620878,3828,766,12/9/2019 0:00,Minor injury suspected,Pedalcycles,2,N,NA,N,N,Local roads,19,0,NA,335d79a0-d37d-4d83-b198-43e549b1de26,0d624ba6-7a27-47ca-aae4-8415308b81b6,N,0.027,MSUMMR02000**C,N,Dark - lighted roadway,201905190,4,12,,1,1,2,BARBERTON,T-intersection,,N,Y,2,N,0,MR,N,,N,BARBERTON,N,N,NA,,14TH,ST,,,,,N,W,,WOOSTER,1,,,,RD,N,N,N,0,NA,N,NA,0,Wet,Straight level,NA,112341,N,0.027,33,Y,Failure to yield,West,East,NA,M,N,N,N,Sidewalk,2,Nothing struck,2,2,25,Straight ahead,Motor vehicle in transport,NA,NA,NA,NA,NA,None,No control,No turn,Bicycle,3,46,1,1,4,1,F,NA,1,25,5,15,NA,NA,NA,NA,NA,1,4,RT,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Rain,NA,Non_WZ_Non_CMV,2019/pdf/193287337,"unit 1 was traveling south on 14 st nw and stopped at the stop sign at wooster rd w. unit 2 was traveling along the north side of wooster rd w on the sidewalk heading east. unit 1 stated after stopping, she proceeded to turn west on wooster rd w. unit 1 stated as soon as she proceeded, unit 2 came though the intersection and she struck the left side of his bicycle. unit 1 stated the bicycle had no visible lights and she never saw it until she struck it. unit 2 admitted to being on the sidewalk and not stopping at the roadway."
195286659,20195286659,https://hsip.dot.state.oh.us/api/report/20195286659,2019,12/1/2019 0:00,7,TMOTTR00147**C,T,MOT,1.671,39.617883,-84.236429,49392,22528,12/22/2019 0:00,Minor injury suspected,Pedalcycles,1,N,NA,N,N,Major collector roads,16,0,NA,f7244a85-73df-49f7-8019-8e15079345ab,c31ebb29-9207-4148-a27e-0e9ab0d0bfbe,N,1.671,TMOTTR00147**C,N,Daylight,57-1403-57,3,12,,1,1,2,MIAMI TOWNSHIP,Not an intersection,,N,Y,4,N,0,TR,N,,N,MIAMI TOWNSHIP,N,,NA,,Byers,RD,,,,,N,,,Benner,1,,,,RD,N,Y,N,0,NA,N,NA,0,Dry,Straight level,NA,173981,N,1.671,63,N,Not discernible,West,South,NA,M,N,N,N,Data not valid or not provided,3,Nothing struck,1,1,45,Making righturn,Pedalcycle,NA,NA,NA,NA,NA,None,Stop sign,Right turn,Sport utility vehicle,5,71,22,2,1,1,M,1,2,NA,1,20,NA,NA,NA,NA,NA,NA,6,NT,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Clear,NA,Non_WZ_Non_CMV,NA,NA
203003149,20203003149,https://hsip.dot.state.oh.us/api/report/20203003149,2020,1/1/2020 0:00,6,MFRAMR00672**C,M,FRA,0.278,39.944687,-82.879521,18000,19234,1/3/2020 0:00,Minor injury suspected,Pedalcycles,6,N,NA,N,N,Local roads,15,0,NA,749d6593-a2f2-4a43-9d1a-a81aee09ba5f,ea6ff710-d2c5-4591-8bad-2e84f34cb662,N,0.278,MFRAMR00672**C,N,Daylight,200007324,4,1,,1,1,2,COLUMBUS,T-intersection,,N,Y,2,N,0,MR,N,,N,COLUMBUS,N,,NA,,GRATTEN,RD,,,,,N,,,LIVINGSTON,1,,,,AVE,N,N,N,0,NA,N,NA,0,Wet,Straight level,NA,98558,N,0.278,0,Y,Ran stop sign,South,North,Data not valid or not provided,U,N,N,N,Data not valid or not provided,2,Nothing struck,1,2,35,Straight ahead,Pedalcycle,NA,NA,NA,NA,NA,None,Stop sign,No turn,Sport utility vehicle,10,61,1,4,3,1,M,3,2,35,1,20,NA,NA,NA,NA,NA,NA,6,NT,26,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Rain,1030,Non_WZ_Non_CMV,2020/pdf/203003149,accident occurred on livingston ave at gratten rd. unit #2 was traveling on his bicycle eastbound on livingston ave in the furthest south lane of travel. unit #1 was traveling northbound on gratten rd. unit #2 stated he was on livingston and passing gratten when unit #1 failed to stop at the stop sign and struck him on his bicycle. unit #2 stated unit #1 did stop and gave him a ride to 4800 hilton corporate dr where his wife works to give her a set of keys. unit #1 was supposed to take him to the hospital after that but took off when he got out of the vehicle. the only information he was given was the name mafia with phone number 304-315-2945. officers called the number but did not get an answer. officers tried to look up the phone number in our system but it did not come back with any reports. officers did not have anymore information to follow up on at this time. unit #2 was transported to osu east in stable condition.
203084029,20203084029,https://hsip.dot.state.oh.us/api/report/20203084029,2020,4/1/2020 0:00,10,SWASSR00007**C,S,WAS,23.448,39.413151,-81.437427,47628,99745,4/27/2020 0:00,Minor injury suspected,Pedalcycles,2,N,Two-way roadway,N,N,Other principal arterial roads,11,0,NA,5a4188a7-7c17-408b-88f4-4810fb47bb6f,99e7d3bb-4a66-4e72-95aa-f7709bf5b4f6,N,23.448,SWASSR00007**C,N,Daylight,20-005407,4,4,N,3,1,2,MARIETTA,Four-way intersection,,N,Y,4,N,0,MR,N,,N,MARIETTA,N,,NA,,WAYNE,ST,,,,,N,,,PIKE,1,,,,ST,N,N,N,0,NA,N,3,0,Dry,Straight level,NA,148936,N,110.473,32,Y,Failure to yield,North,West,NA,M,N,N,N,Data not valid or not provided,2,Nothing struck,1,0,25,Making righturn,Pedalcycle,NA,NA,NA,NA,NA,None,Signal,Right turn,Sport utility vehicle,3,58,1,4,3,1,M,1,2,35,1,20,NA,NA,NA,NA,NA,1,2,NT,26,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Cloudy,7533,Non_WZ_Non_CMV,2020/pdf/203084029,"unit 2 was traveling eastbound on the sidewalk north of pike st. unit 1 was stopped for a red light, facing south, at the intersection of wayne and pike st. unit 1 attempted to make a right on red and did not see that unit 2 was in the crosswalk. unit 1 bumped unit 2, causing unit 2's operator to fall of the bicycle and strike the pavement."
203155818,20203155818,https://hsip.dot.state.oh.us/api/report/20203155818,2020,2/1/2020 0:00,4,MSUMMR01309**C,M,SUM,0.969,41.084164,-81.559345,1000,766,2/16/2020 0:00,Injury possible,Pedalcycles,1,N,NA,N,N,Local roads,7,0,NA,a8518d2e-a87f-4e8c-b2dc-fd5f9673fe23,be4f58df-f41b-4b74-976a-01956793cbce,N,0.969,MSUMMR01309**C,N,Daylight,T20120065,4,2,,1,0,2,AKRON,Not an intersection,,N,Y,2,N,0,SR,N,,N,AKRON,N,,NA,,PACKARD,DR,,,,,N,,,,1,162,SR,,,Y,N,N,0,NA,N,NA,1,Dry,Straight level,NA,119387,N,0.969,51,Y,Ran red light,South,East,NA,M,N,N,N,Data not valid or not provided,1,Nothing struck,1,9,25,Making righturn,Pedalcycle,NA,NA,NA,NA,NA,None,Signal,Right turn,Sport utility vehicle,10,57,1,3,4,1,F,4,2,NA,20,20,NA,NA,NA,NA,NA,NA,2,NT,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Cloudy,10572,Non_WZ_Non_CMV,2020/pdf/203155818,unit 2 was cycling west on copley rd. unit 1 was turning east onto copley from packard. unit 1 rolled through the red light and struck unit 2. rider of the bicycle was treated on scene but not transported by ems.
203016533,20203016533,https://hsip.dot.state.oh.us/api/report/20203016533,2020,1/1/2020 0:00,2,SFULSR00066**C,S,FUL,2.473,41.521575,-84.306291,2344,99999,1/17/2020 0:00,Injury possible,Pedalcycles,6,N,Two-way roadway,N,N,Major collector roads,7,0,NA,353921b3-f6c6-47b5-8f9c-46d2c9a0e8fc,1125860a-3010-4bbc-8a16-49d1af1c84c0,N,2.473,SFULSR00066**C,N,Dawn/dusk,20-000567,4,1,,1,0,2,ARCHBOLD,T-intersection,,N,Y,4,N,0,SR,N,,N,ARCHBOLD,N,,NA,,Stryker,ST,,,,,N,,N,Defiance,1,,,,ST,N,N,N,0,NA,N,3,1,Dry,Straight level,NA,152095,N,107.317,26,Y,Failure to yield,West,South,NA,F,N,N,N,Data not valid or not provided,3,Nothing struck,1,0,25,Making righturn,Other movable object,NA,NA,NA,NA,NA,None,Signal,Right turn,Sport utility vehicle,3,12,1,2,1,1,M,1,2,25,1,20,NA,NA,NA,NA,NA,1,2,NT,26,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Clear,12253,Non_WZ_Non_CMV,2020/pdf/203016533,"unit 1 was traveling east on stryker street approaching the intersection with north defiance street. unit 1 had a red traffic signal. a pedestrian was riding a bicycle north on north defiance street approaching the intersection with stryker street. the pedestrian had a flashing red walk signal. unit 1 failed to notice the pedestrian and struck the pedestrian, within the crosswalk, on their left side with the front of unit 1.unit 1 was found at-fault for failing to yield the row to a pedestrian, in a crosswalk, on a red traffic signal."
203050171,20203050171,https://hsip.dot.state.oh.us/api/report/20203050171,2020,3/1/2020 0:00,8,CHAMCR00613**C,C,HAM,0.398,39.128096,-84.600903,15000,16885,3/21/2020 0:00,Minor injury suspected,Pedalcycles,7,N,NA,N,N,Major collector roads,13,0,NA,b309617a-3009-4927-9f56-cd3ca480c5b2,d3bffa47-18f0-401e-a4d5-c56797f2fccf,N,0.398,CHAMCR00613**C,N,Daylight,205003609,4,3,,1,1,2,CINCINNATI,Four-way intersection,,N,Y,4,N,0,,Y,2314,N,CINCINNATI,N,,NA,,FERGUSON,RD,,,,,N,,,2314TH,3,,,,,N,N,N,0,NA,N,NA,0,Dry,Straight level,NA,42121,N,0.398,18,Y,Failure to yield,West,East,Data not valid or not provided,M,N,N,N,Intersection ? marked crosswalk,2,Nothing struck,1,2,25,Straight ahead,Motor vehicle in transport,NA,NA,NA,NA,NA,None,Flasher,No turn,Bicycle,0,34,1,3,1,1,F,NA,2,25,5,15,NA,NA,NA,NA,NA,1,2,RT,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Cloudy,12255,Non_WZ_Non_CMV,2020/pdf/203050171,"unit #2 was making a right turn into walmart parking lot from ferguson rd on the green light. as unit #2 was turning, unit #1, a pedestrain on a bicycle entered the street from the sidewalk on the flashing red hand signal and was struck by unit #2.unit #1 pedestrain suffered a minor head injury above his left eye. he was transported to the hospital by cfd medics."
203030423,20203030423,https://hsip.dot.state.oh.us/api/report/20203030423,2020,2/1/2020 0:00,6,MFRAMR01643**C,M,FRA,0.13,39.949626,-83.074807,18000,19234,2/21/2020 0:00,Minor injury suspected,Pedalcycles,6,N,NA,N,N,Local roads,13,0,NA,e5349467-0e44-4df5-8bad-f5fc6bba5705,d79da79b-721b-4446-89d9-f359f9a4b2bf,N,0.13,MFRAMR01643**C,N,Daylight,200141425,4,2,,1,1,2,COLUMBUS,Not an intersection,,N,Y,2,N,0,MR,Y,,N,COLUMBUS,N,,NA,S,Powell,AVE,,,,,N,,,Postle,1,,,,RD,N,N,N,0,NA,N,NA,0,Dry,Straight level,NA,135826,N,0.13,18,Y,Wrong way,South,North,NA,M,N,N,N,Travel lane ? other location,1,Nothing struck,1,2,25,Straight ahead,Motor vehicle in transport,NA,NA,NA,NA,NA,None,No control,No turn,Bicycle,10,41,1,4,3,1,M,NA,2,25,1,15,NA,NA,NA,NA,NA,1,4,NT,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Clear,18753,Non_WZ_Non_CMV,NA,NA
203057833,20203057833,https://hsip.dot.state.oh.us/api/report/20203057833,2020,3/1/2020 0:00,4,CSUMCR00643**C,C,SUM,0.075,41.077113,-81.52016,1000,766,3/9/2020 0:00,Property damage only,Pedalcycles,2,N,NA,N,N,Local roads,8,0,NA,3cde5766-4ea7-4544-83f6-5c8d30904cc3,35a744df-0632-4fc6-8d0b-2be3df0bb67a,N,0.075,CSUMCR00643**C,N,Daylight,T20030019,4,3,,2,0,2,AKRON,Not an intersection,,N,Y,4,N,0,MR,N,,N,AKRON,N,,NA,E,BUCHTEL,AVE,,,,,N,S,,,1,261,SR,,,N,N,N,0,NA,N,NA,0,Other / unknown,Other / unknown,NA,34140,N,0.075,41,N,None,West,East,NA,M,N,N,N,Intersection ? marked crosswalk,1,Nothing struck,1,2,0,Straight ahead,Motor vehicle in transport,NA,NA,NA,NA,NA,None,No control,No turn,Bicycle,0,NA,12,2,1,1,U,NA,2,NA,2,15,NA,NA,NA,NA,NA,NA,6,NT,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Clear,20218,Non_WZ_Non_CMV,2020/pdf/203057833,"this report was taken at the information desk. unit #1 was east bound on s. high st, crossing buchtel ave. in the crosswalk on his bike. unit #2 was backing and struck unit #1. unit #2 then drove north bound on south main street."
203017981,20203017981,https://hsip.dot.state.oh.us/api/report/20203017981,2020,2/1/2020 0:00,6,MFRAMR00270**C,M,FRA,1.013,39.943236,-82.921034,18000,19234,2/4/2020 0:00,Injury possible,Pedalcycles,3,N,NA,N,N,Local roads,6,0,NA,4b3c4670-e2bc-49e7-be15-63a60d58202f,bb6eb9b5-340d-4935-8219-10aba2409c7b,N,1.013,MFRAMR00270**C,N,Dark - lighted roadway,200094508,4,2,,1,0,2,COLUMBUS,Not an intersection,S,N,Y,2,N,0,MR,N,,N,COLUMBUS,N,,NA,,Kenwick,RD,,,,,N,,,Berwick,1,,,,BLVD,N,N,N,0,NA,N,NA,1,Other / unknown,Straight level,NA,76166,N,1.013,26,N,Failure to yield,North,South,NA,F,N,N,N,Data not valid or not provided,1,Nothing struck,1,0,25,Straight ahead,Pedalcycle,NA,NA,NA,NA,NA,None,Stop sign,No turn,Sport utility vehicle,3,54,1,3,4,9,F,7,2,25,1,20,NA,NA,NA,NA,NA,NA,6,NT,26,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Cloudy,20908,Non_WZ_Non_CMV,NA,NA
